id,name,phone,address,category_alias,category_title,rating,review_count,lat,lon
_2lpPjA6597GJMdTXo4izg,Red West Pizza Wilmington,13108302550,"614 W Pacific Coast Hwy  Wilmington, CA 90744","pizza, salad, pastashops, ","Pizza, Salad, Pasta Shops, ",4,270,33.7904892,-118.2704163
_3bwykq6Lgjb6fAsTe3AaQ,A & H Shawarma and Kabob,18188186452,"8450 Reseda Blvd  Northridge, CA 91324","mexican, mideastern, armenian, ","Mexican, Middle Eastern, Armenian, ",4.5,251,34.2242031,-118.5357325
_3zTQR7wXl-nTyaa7eqTLQ,Popeyes Louisiana Kitchen,15629830888,"1008 Long Beach Blvd  Long Beach, CA 90813","hotdogs, chicken_wings, ","Fast Food, Chicken Wings, ",2,95,33.77931084,-118.1890855
_48WWcm_8Qb2vHpBcHYjPw,Domino's Pizza,13235897374,"2717 E Slauson Ave  Huntington Park, CA 90255","pizza, ","Pizza, ",2,30,33.98933,-118.22216
_4C85CXH5_mIY_dbWQ8HlA,Twisted Oak Tavern,18187350091,"30105 Agoura Rd  Agoura Hills, CA 91301","bars, brewpubs, gastropubs, ","Bars, Brewpubs, Gastropubs, ",4,450,34.145371,-118.778668
_511GTZrG6CL9AZd23XhvQ,The Counter,14242274423,"Terminal 7 World Way  Los Angeles, CA 90045","burgers, ","Burgers, ",2,184,33.94131998,-118.3995048
_55cEx7590vsUS66JdFvtA,Allegra California Cafe,14245002700,"4437 Sepulveda Blvd  Culver City, CA 90230","newamerican, italian, breakfast_brunch, ","American (New), Italian, Breakfast & Brunch, ",4.5,104,34.002676,-118.4067419
_5MWXE-oWqwr3D7rYdPq4Q,Tam's Burger,13232909821,"4419 S Normandie Ave  Ste A  Los Angeles, CA 90037","burgers, ","Burgers, ",2,14,34.003005,-118.3003249
_5Q41-pItSJiQlrmBql0ag,Subway,13235636600,"3522 Tweedy Blvd  South Gate, CA 90280","sandwiches, ","Sandwiches, ",2,16,33.94395015,-118.2070064
_5Txr99XFMAr6FB3d0-NVA,Papa John's Pizza,13107475130,"Compton Town Center  Compton, CA 90220","pizza, ","Pizza, ",2.5,36,33.8956692,-118.2216614
_5TyYb39hhvo9v7seB7V6A,Souffles,12133185332,"3801 W 6th St  Los Angeles, CA 90020","breakfast_brunch, coffee, desserts, ","Breakfast & Brunch, Coffee & Tea, Desserts, ",4,303,34.0638,-118.30598
_5UUPLjpzv-Td46OPfLS2A,Cancoon Thai Restaurant,15629250993,"9349 Alondra Blvd  Bellflower, CA 90706","thai, ","Thai, ",4,175,33.8894349,-118.1348015
_5Z-g0BH0iYTu7qDKZf_2A,Mia Jee Tandoori,13239772249,"205 S Vermont Ave  Los Angeles, CA 90004","indpak, halal, pakistani, ","Indian, Halal, Pakistani, ",4,249,34.06998,-118.29206
_5Z2zEujMT0cSTYC_hTpEQ,Juanita's Tacos,,"Corner of S Western & W 3rd St  Los Angeles, CA 90189","mexican, ","Mexican, ",4,124,34.068871,-118.308156
_6clu2bh7_PWu9_jx9348Q,Pupuseria Salvadorena,15624266004,"1336 W Willow St  Long Beach, CA 90810","salvadoran, tradamerican, ","Salvadoran, American (Traditional), ",3.5,225,33.8041,-118.20968
_7DBi2e3n_fu0ugo4Z-E_A,323 Bistro,13237283600,"6121 E Telegraph Rd  Commerce, CA 90040","newamerican, ","American (New), ",3.5,45,33.9979952,-118.1460361
_7pLGF1qdRc5gi9V2qV16A,Ramen Yamadaya,13103805555,"3118 W 182nd St  Torrance, CA 90504","ramen, ","Ramen, ",4,1532,33.8654351,-118.3273409
_7psAhEqIVxWEw6TedLlaw,In-N-Out Burger,18007861000,"14620 E Gale  Hacienda Heights, CA 91745","burgers, hotdogs, ","Burgers, Fast Food, ",3.5,167,34.0194122,-117.9873095
_80w6IBrHgcCbuFc2YJ2Og,Gyu-Kaku Japanese BBQ,14247448220,"231 Arizona Ave  Santa Monica, CA 90401","japanese, bbq, asianfusion, ","Japanese, Barbeque, Asian Fusion, ",4,42,34.016971,-118.497998
_81VsKwWlDn0NH8g9OWUcQ,El Capitan Fish Market,13232344484,"4501 S Alameda St  Los Angeles, CA 90058","restaurants, ","Restaurants, ",5,1,34.00244141,-118.2405548
_8a899mnMlobB99rPyP4Tg,Nora's Hot Dogs,13236493339,"1355 Ocean Ave  Santa Monica, CA 90401","hotdog, foodtrucks, ","Hot Dogs, Food Trucks, ",4,9,34.0144961,-118.4981139
_8drZw-afEWTD1w-tm7Xyg,Little Siam Thai Cuisine,18187855464,"15046 Oxnard St  Van Nuys, CA 91411","thai, noodles, soup, ","Thai, Noodles, Soup, ",4,437,34.17924663,-118.4611035
_8i2NcHEgtTgn8q4o2lHdw,Subway,18188801824,"26500 Agoura Rd  Ste 103  Calabasas, CA 91302","sandwiches, ","Sandwiches, ",2.5,63,34.14333284,-118.6990422
_8l5IWTuweCLHQlm25xgRg,Somni,13102465543,"465 S La Cienega Blvd  Los Angeles, CA 90048","spanish, newamerican, basque, ","Spanish, American (New), Basque, ",5,85,34.065066,-118.376618
_8Tvjpgu56ioJf0ohHzUUg,Seoul Garden Restaurant,12133868477,"1833 W Olympic Blvd  Los Angeles, CA 90006","korean, bbq, hotpot, ","Korean, Barbeque, Hot Pot, ",4,512,34.0507689,-118.2772433
_8WFwZRIGSb3AHv9xFAiHA,Shin-Sen-Gumi Hakata Ramen-Gardena,13103291335,"2015 W Redondo Beach Blvd  Ste C  Gardena, CA 90247","ramen, ","Ramen, ",4.5,3015,33.88746,-118.31395
_99S24U4pTduqpiJOEMD8w,Terroni,13239540300,"7605 Beverly Blvd  Los Angeles, CA 90036","italian, pizza, ","Italian, Pizza, ",3.5,1150,34.0762749,-118.3555375
_9eQldnHu-amupjQx7_u4A,El Guanaco Restaurant,13234612636,"5656 Santa Monica Blvd  Los Angeles, CA 90038","salvadoran, ","Salvadoran, ",4.5,41,34.09043121,-118.3132706
_9nK5MHCqdILitnK-S6urQ,Rajdhani,15624029102,"18525 Pioneer Blvd  Artesia, CA 90701","indpak, ","Indian, ",4,587,33.8630601,-118.0824125
_9u07K01IoYJLtVqRjM8og,Hinano Café,13108223902,"15 Washington Blvd  Venice, CA 90292","divebars, burgers, ","Dive Bars, Burgers, ",4,657,33.979483,-118.466505
_A7D9TxzfETE0b6cj4dCnw,Homeboy Cafe & Bakery,12135031805,"400 World Way  Los Angeles, CA 90045","seafood, foodtrucks, cafes, ","Seafood, Food Trucks, Cafes, ",3,151,33.94336843,-118.4081639
_a9Jtnb0oUvXhaHA2ExcMA,KFC,15624660060,"10937 Alondra Blvd  Norwalk, CA 90650","hotdogs, chicken_wings, chickenshop, ","Fast Food, Chicken Wings, Chicken Shop, ",3,15,33.88807882,-118.1013901
_akwYjogJO2cOnDjXIfwLA,Domino's Pizza,13105302780,"1844 Pacific Coast Hwy  Lomita, CA 90717","pizza, chicken_wings, sandwiches, ","Pizza, Chicken Wings, Sandwiches, ",2,62,33.7893251,-118.3110732
_AMzi2vRCzA1gk4jx1zKmw,Bravo Pizza,13236600600,"5142 Hollywood Blvd  Los Angeles, CA 90027","pizza, sandwiches, burgers, ","Pizza, Sandwiches, Burgers, ",4,124,34.10151,-118.30195
_Aq3bC2ewGbXLvp-A56GRg,Sage Vegan Bistro - Agoura Hills,18187070300,"5046 Cornell Rd  Ste 109  Agoura Hills, CA 91301","vegan, brewpubs, ","Vegan, Brewpubs, ",5,12,34.144212,-118.755147
_AY8sy3vRAPbdKbqhAMRVw,NOMOO New American Burgers,13234334990,"7502 Melrose Ave  Los Angeles, CA 90046","vegan, burgers, diners, ","Vegan, Burgers, Diners, ",4,17,34.08373549,-118.3533615
_B4--xvtNrw-oNLL49Sqtw,Bar Avalon,12139085352,"2112 W Sunset Blvd  Ste K  Los Angeles, CA 90026","newamerican, wine_bars, coffee, ","American (New), Wine Bars, Coffee & Tea, ",5,31,34.077228,-118.264145
_b7Cg03S_-jaKd0CFv9HVg,BEST FCKN PIZZA,,"11419 Santa Monica Blvd  Ste 26  West Los Angeles, CA 90025","pizza, ","Pizza, ",4,23,34.04586167,-118.4514983
_BBv-e1z_TFEqmheuSJMIw,Del Taco,13103981406,"11446 Jefferson Blvd  Culver City, CA 90230","tex-mex, hotdogs, ","Tex-Mex, Fast Food, ",2,116,33.98907852,-118.3964462
_bHvekbisDOZdn6r8CMFig,Totally 80's Bar & Grille,17148790108,"2512 W Orangethorpe Ave  Fullerton, CA 92833","bars, danceclubs, tradamerican, ","Bars, Dance Clubs, American (Traditional), ",3,413,33.85861,-117.97228
_BIezl7FlIZkx54S-8d0Yw,Tacos Super Gallito,18009789805,"1200 W Anaheim St.  Wilmington, CA 90744","foodtrucks, tacos, ","Food Trucks, Tacos, ",2.5,15,33.778882,-118.276988
_BKgGWfQNbSqtnjJ2zaDKQ,Trimana,12133895515,"600 S Commonwealth Ave  Los Angeles, CA 90005","breakfast_brunch, hotdogs, ","Breakfast & Brunch, Fast Food, ",3.5,11,34.063033,-118.2855185
_bl18kd5l1FefONI-QFrZA,Giuliano's Delicatessen & Bakery,13103760416,"1700 Aviation Blvd  Redondo Beach, CA 90278","catering, delis, italian, ","Caterers, Delis, Italian, ",3,230,33.87083,-118.382053
_bSPl_lu2S0ySfkwfEf97g,Jack in the Box,13237301461,"2511 S Vermont Ave  Los Angeles, CA 90007","hotdogs, burgers, tacos, ","Fast Food, Burgers, Tacos, ",2,25,34.0334,-118.2919
_BWdk99dxBAz82pf9fph-A,WooRee Restaurant,12139890130,"2520 W 8th St  Ste 108  Los Angeles, CA 90057","korean, seafood, noodles, ","Korean, Seafood, Noodles, ",4.5,37,34.05684,-118.28303
_bXUV5KNP6udmqJ56uZpHg,Janet Restaurant,,"1245 N Avalon Blvd  Los Angeles, CA 90744","mexican, ","Mexican, ",5,1,33.7879715,-118.2634506
_C-dloWW7NeSov8JPsh9mw,King Mediterrano,13103709438,"4354 Redondo Beach Blvd  Torrance, CA 90504","mediterranean, mideastern, greek, ","Mediterranean, Middle Eastern, Greek, ",4.5,1272,33.87411308,-118.3514384
_c77oeG7ukc4B5zrqjplNA,Veggie Grill,13108291155,"2025 Wilshire Blvd  Santa Monica, CA 90403","vegetarian, vegan, newamerican, ","Vegetarian, Vegan, American (New), ",4,959,34.0321,-118.48287
_C7rGNOwB34hZVxTPqtEBQ,Winchell's Donuts,13234670044,"716 N Western Ave  Los Angeles, CA 90029","donuts, coffee, sandwiches, ","Donuts, Coffee & Tea, Sandwiches, ",3.5,28,34.08418,-118.30883
_CGpTEiePFtpbWxxyq3hTg,South Baylo University Snack Shop,12132201025,"2727 W 6th St  Los Angeles, CA 90057","korean, ","Korean, ",3.5,3,34.063269,-118.282359
_ciG49YPf_DXGxSJ9pVveA,Superba Food + Bread,13109075075,"1900 S Lincoln Blvd  Los Angeles, CA 90291","newamerican, breakfast_brunch, bakeries, ","American (New), Breakfast & Brunch, Bakeries, ",4,862,33.99627524,-118.4565556
_cjdL3J_lRhdtYuXt2jMdA,Cafe Valentino,18188434378,"3601 W Olive Ave  Ste 140  Burbank, CA 91505","coffee, sandwiches, tradamerican, ","Coffee & Tea, Sandwiches, American (Traditional), ",4,64,34.15238897,-118.3391102
_COIN733HtWQ3c8hp7cItg,Pirozzi's Italian Deli,13105480000,"1453 W 8th St  San Pedro, CA 90732","italian, delis, desserts, ","Italian, Delis, Desserts, ",4,125,33.73676,-118.30941
_CPPmrtz-dbxtfXztgg5wg,California Pizza Kitchen -Glendale,18185071558,"101 N Brand Blvd  Glendale  Glendale, CA 91203","pizza, newamerican, salad, ","Pizza, American (New), Salad, ",3.5,362,34.14696,-118.25545
_cpWx8DwcLdBvJq0PG5bGA,Buko Restaurant,18182431717,"327 N Verdugo Rd  Glendale, CA 91206","japanese, sushi, asianfusion, ","Japanese, Sushi Bars, Asian Fusion, ",4,269,34.15063955,-118.2368004
_CsAkbq5UTLzACQNKnWUiQ,Los Taquitos,13102150535,"1120 W Florence Ave  Inglewood, CA 90301","mexican, ","Mexican, ",4,86,33.96113411,-118.3759287
_cv6yZepPJqICM_XRQsQYw,Kress-Market,15624368300,"443 Pine Ave  Long Beach, CA 90000","grocery, delis, ","Grocery, Delis, ",4,149,33.77267,-118.19276
_cYqGlIebn-fkJZipulV7w,Food 630,12136232056,"630 W 5th St  Los Angeles, CA 90071","restaurants, ","Restaurants, ",3.5,3,34.05027,-118.25506
_d-OtXKHURy4VaqaMTGG-A,Penny Oven,13237390091,"2131 Colorado Blvd  Los Angeles, CA 90041","breakfast_brunch, cafes, bakeries, ","Breakfast & Brunch, Cafes, Bakeries, ",4,114,34.13946,-118.21275
_D2VYN89VlA1ehuR1i6h6g,Polly's Pies Restaurant,17145267741,"136 N Raymond Ave  Fullerton, CA 92831","bakeries, tradamerican, breakfast_brunch, ","Bakeries, American (Traditional), Breakfast & Brunch, ",3.5,306,33.871517,-117.906134
_D8HaZ2UT_14fuDZanlaCw,Pizza Hut,13232650800,"3400 E 1st St  Los Angeles, CA 90063","italian, pizza, chicken_wings, ","Italian, Pizza, Chicken Wings, ",1.5,50,34.03688649,-118.1949118
_Dik-kHVYep38hSu8YU91g,Saigon Eatery,14245583154,"20527 S Western Ave  Torrance, CA 90501","noodles, vietnamese, ","Noodles, Vietnamese, ",5,9,33.844088,-118.309869
_DiPHeKsR9Pzk-lrAiwv-Q,Pura Vita,13236882303,"8274 Santa Monica Blvd  West Hollywood, CA 90046","italian, vegan, wine_bars, ","Italian, Vegan, Wine Bars, ",4.5,413,34.09066602,-118.369686
_dmAvysRetO4d_qQB6qllw,Park Ave Restaurant,17149014400,"11200 Beach Blvd  Stanton, CA 90680","newamerican, steak, italian, ","American (New), Steakhouses, Italian, ",4,1066,33.79951,-117.99251
_DNBxMJUQx3PwSu-NIbpWA,Chinatown Kitchen,15625298863,"7922 Rosecrans Ave  Ste B-1  Paramount, CA 90723","chinese, ","Chinese, ",4,86,33.903109,-118.161104
_DP5EdlgkENPhC-uipwSAg,Sako's Sandwich Shop,15626931138,"12000 Slauson Ave  Santa Fe Springs, CA 90670","sandwiches, breakfast_brunch, burgers, ","Sandwiches, Breakfast & Brunch, Burgers, ",4,121,33.9633203,-118.0602341
_Dv3vi8V4GNuykiO33LlzA,Jersey Mike's Subs,18182389887,"531-B North Hollywood Way  Burbank, CA 91505","sandwiches, hotdogs, delis, ","Sandwiches, Fast Food, Delis, ",3.5,49,34.159694,-118.344492
_dVedjpdp3cGI1qUBcUVcw,Louisiana Famous Fried Chicken,13235410533,"8409 S 8th Ave  Ste A  Inglewood, CA 90305","chicken_wings, ","Chicken Wings, ",4.5,11,33.96217,-118.32681
_EM9p255UUwa-eeaUwZXYA,Old Time Noodle House,13103273231,"15325 S Western Ave  Gardena, CA 90249","korean, soup, chinese, ","Korean, Soup, Chinese, ",4,221,33.89249,-118.30947
_EOKttBn_zEKpAs978beAA,Kerostena,17148938404,"12546 Valley View St  Garden Grove, CA 92845","mediterranean, catering, ","Mediterranean, Caterers, ",4.5,693,33.779958,-118.0312241
_EpkYp1nYMuH8V0iwG8JTw,Bill's Drive In,13235879732,"1664 E Florence Ave  Los Angeles, CA 90001","burgers, ","Burgers, ",4.5,41,33.9745551,-118.2437984
_ERog4x7lidySOXAM1lJkA,La Metapaneca,13237717892,"6033 Atlantic Blvd  Maywood, CA 90270","salvadoran, ","Salvadoran, ",4,2,33.98436,-118.186356
_EtO0tY3TopSiav6TVeFWQ,Birrieria El Rebaño,13234875156,"8534 Long Beach Blvd  South Gate, CA 90280","mexican, ","Mexican, ",4.5,11,33.95973986,-118.2220937
_EZCzoaoEsUpjn5SjRi7tQ,Subway,12133530043,"2112 Beverly Blvd  Los Angeles, CA 90057","sandwiches, ","Sandwiches, ",2.5,28,34.066716,-118.270831
_Ezz3HcmTT4FpDlioeNvBQ,The Courtyard Café,,"1000 N Alameda St  Los Angeles, CA 90012","cafes, ","Cafes, ",3.5,10,34.05921654,-118.2360445
_f5pml8ywCXNkVXvGGCv7w,Flames All Stars,19499430263,"2400 E Katella Ave  Anaheim, CA 92806","foodtrucks, pizza, ","Food Trucks, Pizza, ",4,70,33.8045089,-117.8822935
_f8Nl15LF6HjeusIaYM5hQ,Casa Martin Mexican Restaurant,13106631732,"1654 Ocean Ave  Santa Monica, CA 90401","mexican, ","Mexican, ",4,829,34.0102772,-118.4937655
_F9CHvoUZvaVatlNEoO1Ww,Los Tacos,13238489141,"7954 Santa Monica Blvd  W Hollywood, CA 90046","mexican, ","Mexican, ",3.5,434,34.0906851,-118.3631966
_fKE0bXg9QGhFPIJs6hdrA,Los Bros Tacos,13232396311,"5400 Atlantic Ave  Long Beach, CA 90805","foodtrucks, tacos, ","Food Trucks, Tacos, ",4,7,33.854768,-118.184537
_FNbXphJ3YwQ0WpE4tCyWg,El Huarachito,13232230476,"3010 N Broadway  Los Angeles, CA 90031","mexican, ","Mexican, ",4.5,628,34.07336,-118.2098
_fOBQmfJEGC6ndCGZehdPQ,MARGI,13103408511,"Hawthorne, CA 90250","foodtrucks, tex-mex, mexican, ","Food Trucks, Tex-Mex, Mexican, ",5,1,33.92098,-118.35031
_FtDENBzOGWAfdYzfZbaYA,Jimmy John's,15624247575,"2031 East Spring St  Long Beach, CA 90806","sandwiches, hotdogs, delis, ","Sandwiches, Fast Food, Delis, ",4,46,33.812064,-118.166987
_fvq0xNW9Q_dxVocokm4DQ,Phoenix Café,15628064646,"888 Bicycle Casino Dr  Bell Gardens, CA 90201","asianfusion, dimsum, juicebars, ","Asian Fusion, Dim Sum, Juice Bars & Smoothies, ",3.5,8,33.96599322,-118.1653461
_FYGof7wh6AsZW_L_wuV8g,Carnitas Michoacan,13232252729,"1901 N Broadway  Los Angeles, CA 90031","mexican, ","Mexican, ",4,1242,34.07251,-118.2213
_G3VDIIRDOfpDKKreD-Pjg,WaBa Grill,15626309222,"15754 Paramount Blvd  Ste B  Paramount, CA 90723","hotdogs, asianfusion, ","Fast Food, Asian Fusion, ",2.5,25,33.88959142,-118.159811
_Ga5CSf8QlSBaKnNOAoZnw,WaBa Grill,13232625862,"2324 Whittier Blvd  Ste 8  Los Angeles, CA 90023","asianfusion, hotdogs, ","Asian Fusion, Fast Food, ",2.5,26,34.03451281,-118.2163615
_GHCfGUFyLIQ0Gpx48KAyg,El Torito Cafe,12137498084,"1462 Griffith Ave  Los Angeles, CA 90021","mexican, ","Mexican, ",4,35,34.02862167,-118.2507553
_giy_tSTfJDhbqYi-FajoA,Kentro Greek Kitchen,17142780944,"100 S Harbor Blvd  Ste A  Fullerton, CA 92832","greek, mediterranean, desserts, ","Greek, Mediterranean, Desserts, ",4,1260,33.87013652,-117.923818
_gSFZ_x0rfTykOizpITHpA,Old Lightning,,"2905 Washington Blvd  Marina del Rey, CA 90292","newamerican, cocktailbars, ","American (New), Cocktail Bars, ",4,85,33.98826,-118.45146
_GxXKKCjz5jYDjpQs_KPZQ,Costa Grande,18187790131,"7139 Sepulveda Blvd  Van Nuys, CA 91405","mexican, ","Mexican, ",4.5,946,34.20022433,-118.4670971
_Gzb8oDw4QNbAVIqW9Kanw,La Casita Mexicana,13237731898,"4030 E Gage Ave  Bell, CA 90201","mexican, catering, ","Mexican, Caterers, ",4,1065,33.9786,-118.19515
_h_surKCJuTi84VoK8IIrQ,Boba Bear,13108200581,"12105 Santa Monica Blvd  Los Angeles, CA 90025","cafes, coffee, hookah_bars, ","Cafes, Coffee & Tea, Hookah Bars, ",4,419,34.04067,-118.4639
_hCEU-Nd6f8HWvjuRCl5YA,Fusion Cafe,12134891742,"501 W Olympic Blvd  Los Angeles, CA 90015","coffee, delis, ","Coffee & Tea, Delis, ",2.5,3,34.04358673,-118.2609482
_hdtz9rIk56Hh0p2NNE3uA,Shabuya,16264583392,"820 E Valley Blvd  Alhambra, CA 91803","hotpot, seafood, asianfusion, ","Hot Pot, Seafood, Asian Fusion, ",4.5,337,34.07799267,-118.1146185
_hljp2lAVTCaTMGxORvybA,Sushi One,12139085082,"3905 W 6th St  Los Angeles, CA 90020","japanese, sushi, seafood, ","Japanese, Sushi Bars, Seafood, ",4,399,34.0636449,-118.3082425
_hmyZFzwX9JGw2QKxarf8w,John's Philly Grille,17148411513,"16061 Goldenwest St  Huntington Beach, CA 92647","sandwiches, ","Sandwiches, ",4.5,433,33.72853,-118.00714
_hNZAVJRYGHFOKYw0Nxzig,Original Herbivore,14243880885,"Los Angeles, CA 90291","foodtrucks, burgers, sandwiches, ","Food Trucks, Burgers, Sandwiches, ",4,51,33.99308014,-118.4714813
_hPjqzQDiyw1-4U_IAETpg,La Farfala Coffee Shop & Deli,13235264999,"346 N Ford Blvd  Los Angeles, CA 90022","coffee, delis, ","Coffee & Tea, Delis, ",4,103,34.04007721,-118.1688843
_hwN2sg2uyKP2G9dK4ECRA,Tacu Tacu Peruvian Cuisine,17148477555,"8610 Warner Ave  Fountain Valley, CA 92708","peruvian, seafood, bars, ","Peruvian, Seafood, Bars, ",4,938,33.715603,-117.978639
_hXOosQiu1zroFvZLLA-PA,The Overland Cafe,13105599999,"3601 Overland Ave  Los Angeles, CA 90034","newamerican, breakfast_brunch, beerbar, ","American (New), Breakfast & Brunch, Beer Bar, ",3.5,1414,34.0223554,-118.4099716
_HyKTL7GqCTmV7idtZTVUQ,Tanuki No Sato,13107566118,"18206 S Western Ave  Gardena, CA 90248","japanese, noodles, hotpot, ","Japanese, Noodles, Hot Pot, ",4,28,33.86499,-118.30863
_hz3XwiYgcgjAsO0gfZU5A,Jack in the Box,13232279759,"4965 Huntington Dr N  Los Angeles, CA 90032","burgers, hotdogs, tacos, ","Burgers, Fast Food, Tacos, ",1.5,70,34.08778738,-118.1754322
_hZf5Wsz8IkdlpQi7S3-Dg,Broiling Pit,16268133777,"939 S Glendora Ave  West Covina, CA 91790","bbq, chinese, ","Barbeque, Chinese, ",4,122,34.05843833,-117.9357283
_IAvVIc9ZaxL9ULCmlpH9w,Wingstop,13236855465,"2189 Whittier Blvd  Ste B  Los Angeles, CA 90023","chicken_wings, ","Chicken Wings, ",1.5,8,34.036298,-118.219171
_iBfMJwD_gPzHF4mNUVOAg,Steve's Char-Burger,13105429600,"18202 Prairie Ave  Torrance, CA 90504","burgers, ","Burgers, ",3.5,290,33.86525,-118.34338
_IcydsUvYjoOYYPpDop4uA,Puchica Guatemalan Bar & Grill,18189901011,"4523 Sepulveda Blvd  Sherman Oaks, CA 91403","breakfast_brunch, bars, seafood, ","Breakfast & Brunch, Bars, Seafood, ",4,438,34.1523327,-118.4668594
_IgD4_gywH0eeIeOYVn1nw,Perrys Cafe and Beach Rentals,13104527609,"2400 Ocean Front Walk  Santa Monica, CA 90405","bikerentals, cafes, beachequipmentrental, ","Bike Rentals, Cafes, Beach Equipment Rentals, ",2.5,24,34.005009,-118.490262
